hireStartTime;hireEndTime;carId;clientId;clientSatisfaction;roadLength;repairsCost
09/06/2017 15:54;08/17/2018 16:44;0;45;7;3001.5;0
10/29/2020 08:33;11/22/2020 22:40;0;45;3;2306.4;0
10/25/2018 22:21;09/21/2019 20:23;0;45;2;30954.0;0
12/14/2019 16:39;09/30/2020 10:35;0;45;10;22011.0;0
04/27/2010 17:22;07/10/2010 06:39;0;47;7;5723.2;0
07/11/2016 18:22;05/02/2017 01:42;0;49;6;9643.2;0
01/06/2007 11:13;11/21/2007 05:10;0;49;1;985.8;0
05/18/2019 07:49;10/11/2019 06:47;0;49;5;11179.5;0
05/22/2009 11:06;04/08/2010 08:46;0;49;4;20288.0;0
04/24/1995 14:13;04/16/1996 12:47;0;51;6;30130.8;0
03/04/1973 13:06;05/18/1973 04:07;0;51;3;1702.0;0
02/21/1996 07:18;11/11/1996 04:32;0;53;3;3313.8;0
11/14/2005 13:15;02/02/2006 04:33;0;53;9;6122.5;0
12/26/2003 11:27;04/30/2004 08:54;0;53;7;3862.5;0
04/26/2014 01:42;03/24/2015 01:58;0;53;1;11022.4;0
05/02/1995 02:27;11/09/1995 08:19;0;53;7;2693.1;0
09/27/2012 22:41;05/25/2013 17:22;0;53;0;18857.1;0
03/24/1999 11:54;09/10/1999 04:58;0;53;0;12353.9;0
12/22/1998 18:59;02/08/1999 00:45;0;53;10;2655.5;0
08/04/2001 16:41;10/30/2001 10:13;0;53;3;6364.0;0
10/12/2001 05:03;07/14/2002 19:40;0;55;0;11165.0;0
06/11/2012 15:43;03/06/2013 05:06;0;55;8;22988.7;0
06/17/2019 21:11;02/19/2020 17:21;0;57;6;17712.0;0
09/19/1984 01:15;09/23/1984 16:56;0;57;7;346.4;0
05/14/1980 01:54;07/30/1980 06:29;0;57;0;5520.9;0
08/16/1969 13:04;04/16/1970 21:59;0;57;4;3013.2;0
04/22/2019 22:32;09/21/2019 19:55;0;59;5;5149.1;0
10/13/1982 07:44;02/13/1983 05:38;0;59;5;4928.8;0
11/26/2000 05:13;05/25/2001 10:22;0;61;4;9576.0;0
06/16/1997 19:25;11/04/1997 04:36;0;61;1;2786.0;0
09/11/1991 10:15;05/19/1992 00:42;0;61;6;10625.0;0
01/15/1993 18:11;02/03/1993 05:40;0;63;10;1296.0;0
04/13/2012 12:46;11/28/2012 17:31;0;63;2;2679.3;0
07/21/2007 10:54;03/20/2008 05:00;0;63;4;3630.0;0
12/28/2003 22:32;06/26/2004 10:50;0;65;1;6660.0;0
11/30/2015 12:53;06/25/2016 11:44;0;65;6;3167.1;0
09/28/1994 05:24;08/03/1995 13:20;0;65;5;20146.8;0
06/17/2010 04:39;07/11/2010 17:02;0;65;4;1833.6;0
12/16/1978 01:08;12/12/1979 17:25;0;65;6;5739.9;0
08/23/2009 09:41;06/16/2010 19:21;0;65;4;17938.8;0
08/17/1999 20:53;11/08/1999 14:22;0;65;9;2779.8;0
02/01/1994 14:36;07/12/1994 07:39;0;65;10;9920.0;0
08/08/1990 09:41;05/10/1991 19:40;0;67;7;21807.5;0
07/07/1986 04:53;01/17/1987 11:41;0;67;0;4015.8;0
02/25/2019 01:59;07/20/2019 20:35;0;67;5;3523.5;0
04/20/2020 07:26;11/22/2020 22:40;0;69;0;5940.0;0
01/02/1963 07:21;09/16/1963 16:11;0;69;7;1130.8;0
02/12/2005 01:05;02/07/2006 13:04;0;69;6;16740.0;0
07/28/2019 00:12;07/22/2020 21:13;0;71;3;18324.0;0
04/13/2020 14:23;10/22/2020 18:33;0;71;5;7219.2;0
10/06/2006 12:41;03/14/2007 14:47;0;71;3;4229.4;0
01/27/1997 08:44;11/04/1997 01:56;0;71;5;10192.0;0
03/22/1990 20:40;08/19/1990 14:53;0;71;3;9506.2;0
12/07/1998 04:40;04/09/1999 02:54;0;71;7;3721.0;0
01/26/2011 18:05;06/15/2011 01:16;0;71;10;13121.6;0
06/29/2017 05:14;11/23/2017 19:18;0;73;9;11216.1;0
06/16/2015 15:01;10/03/2015 01:31;0;73;1;3337.2;0
02/10/2015 17:40;06/10/2015 06:25;0;73;6;2808.4;0
03/29/2018 23:49;02/21/2019 18:05;0;73;5;21680.8;0
05/22/2014 00:42;03/09/2015 05:40;0;73;1;29041.8;0
09/29/1984 23:18;01/24/1985 14:03;0;75;2;6542.4;0
12/28/1999 06:10;03/11/2000 18:38;0;75;2;3433.6;0
04/07/2016 05:10;12/24/2016 23:06;0;75;1;7699.5;0
03/11/2003 02:14;03/02/2004 00:37;0;75;3;14702.8;0
07/18/2011 05:05;02/17/2012 03:33;0;75;6;5090.7;0
08/24/1999 08:54;04/01/2000 23:13;0;75;6;9922.9;0
09/19/1993 17:28;05/29/1994 04:38;0;75;5;24321.9;0
10/11/2012 08:58;07/19/2013 16:24;0;75;8;26863.6;0
12/28/2001 08:51;07/23/2002 03:36;0;77;5;15573.6;0
07/09/2005 19:58;08/11/2005 01:54;0;77;8;2979.2;0
09/16/2000 17:00;02/20/2001 12:20;0;77;7;5881.2;0
10/27/2010 02:27;10/23/2011 23:32;0;77;7;35991.7;0
07/12/1998 23:25;03/17/1999 13:09;0;77;0;24477.7;0
09/13/2010 03:13;02/14/2011 18:11;0;77;1;4681.6;0
11/21/2014 18:56;10/17/2015 19:32;0;77;0;21516.0;0
05/30/1999 02:48;05/25/2000 05:51;0;77;6;32634.4;0
12/31/2013 23:42;06/06/2014 17:14;0;79;6;9859.2;0
03/28/2007 05:40;08/13/2007 02:38;0;79;3;7863.8;0
03/13/2017 04:26;03/23/2017 15:54;0;79;5;182.0;0
01/06/2013 03:12;11/15/2013 19:48;0;79;0;25071.3;0
07/31/2011 19:43;08/21/2011 07:22;0;79;5;1560.0;0
01/22/2010 02:51;05/10/2010 07:11;0;79;8;8856.0;0
06/15/2007 02:46;02/19/2008 01:16;0;79;1;6522.4;0
12/17/2006 06:44;08/19/2007 16:15;0;79;5;18399.5;0
03/21/2013 08:47;04/10/2013 00:04;0;81;6;1616.9;0
09/04/2014 15:22;05/31/2015 10:54;0;81;4;16616.0;0
04/22/2018 14:23;01/29/2019 01:46;0;81;7;28.1;0
10/12/2012 05:27;07/06/2013 20:12;0;81;3;3123.9;0
03/17/2020 06:11;10/06/2020 15:29;0;81;9;7714.0;0
06/08/2018 20:24;04/10/2019 00:29;0;81;0;396.5;0
07/09/2011 07:39;12/11/2011 05:10;0;81;10;11996.6;0
02/25/2015 23:53;11/24/2015 10:53;0;81;3;16720.7;0
01/20/2012 01:57;02/15/2012 05:14;0;83;3;1466.4;0
04/05/1990 14:15;11/06/1990 03:35;0;83;6;1326.8;0
07/17/1998 05:48;06/07/1999 00:09;0;83;8;5184.0;0
08/07/2014 04:10;10/16/2014 00:52;0;83;10;5975.4;0
08/23/1985 22:58;09/24/1985 20:51;0;83;8;3093.8;0
06/06/1989 17:25;09/23/1989 00:29;0;83;4;1436.4;0
11/20/2012 10:30;08/03/2013 06:20;0;83;0;18156.0;0
05/16/1990 22:42;09/27/1990 10:26;0;83;6;10759.7;0
03/06/1997 06:45;04/19/1997 18:28;0;83;7;2050.4;0
07/15/2008 08:58;12/31/2008 06:32;0;85;6;8769.6;0
09/27/2016 23:01;07/01/2017 02:23;0;85;9;8749.2;0
06/22/2018 08:41;09/23/2018 23:51;0;85;8;4436.1;0
05/21/2007 14:10;04/29/2008 08:38;0;85;5;31967.6;0
08/02/2005 11:04;10/27/2005 22:14;0;85;8;6458.6;0
04/25/2011 06:03;06/17/2011 20:16;0;87;9;318.0;0
09/04/2003 18:26;05/22/2004 04:34;0;87;3;13988.0;0
08/06/2014 14:40;10/02/2014 18:32;0;87;4;3573.9;0
05/21/2015 06:21;04/01/2016 20:11;0;87;6;29735.6;0
07/10/2006 10:10;02/23/2007 07:13;0;87;0;10010.7;0
03/28/1984 20:09;09/19/1984 16:52;0;87;10;5742.0;0
03/15/2006 05:34;12/21/2006 14:35;0;87;3;702.5;0
10/27/2004 23:34;04/10/2005 17:37;0;87;10;14858.4;0
01/30/2001 17:24;10/25/2001 12:12;0;87;4;19464.3;0
11/28/2003 01:18;03/13/2004 07:52;0;87;4;10091.2;0
04/05/2006 11:57;02/28/2007 03:32;0;89;4;29421.6;0
03/19/2008 08:11;10/03/2008 17:22;0;89;9;13226.4;0
01/25/2008 02:02;04/15/2008 14:03;0;89;10;6269.4;0
03/26/2006 21:55;10/27/2006 06:02;0;89;7;2247.0;0
06/14/2004 03:35;11/07/2004 03:00;0;89;4;14442.0;0
03/19/2003 04:48;04/15/2003 04:31;0;89;4;2020.2;0
10/17/2013 07:33;05/18/2014 19:13;0;89;5;20724.9;0
05/30/2011 00:05;04/01/2012 11:35;0;91;7;28735.2;0
09/05/2012 23:38;12/08/2012 23:04;0;91;1;4129.2;0
10/02/1971 18:12;08/17/1972 16:49;0;91;5;14004.1;0
09/13/2018 02:35;04/10/2019 20:44;0;91;0;18308.4;0
01/22/1969 11:59;11/16/1969 09:33;0;91;6;10216.8;0
05/23/1989 17:05;10/13/1989 17:46;0;91;9;1730.3;0
03/10/2015 20:11;10/11/2015 00:40;0;93;6;11919.8;0
08/23/1984 14:24;05/21/1985 18:53;0;95;5;623.3;0
09/18/1985 06:34;11/12/1985 18:21;0;95;9;4680.5;0
12/09/1991 09:32;04/10/1992 14:37;0;95;3;2632.2;0
07/29/2004 17:17;01/13/2005 05:00;0;95;8;2555.1;0
11/10/1986 22:23;12/20/1986 20:28;0;97;10;261.3;0
12/17/1998 19:54;06/01/1999 20:53;0;97;0;11719.6;0
12/08/1993 03:57;10/14/1994 00:04;0;97;8;25029.0;0
05/14/1997 23:25;07/14/1997 04:16;0;97;0;150.0;0
09/30/2019 12:37;11/28/2019 23:18;0;97;5;4194.9;0
05/10/1990 03:13;10/22/1990 19:37;0;97;8;7309.5;0
10/25/2008 14:48;05/10/2009 22:02;0;97;4;19522.7;0
06/22/1987 08:14;07/13/1987 21:16;0;97;7;340.2;0
04/18/2000 03:26;11/12/2000 23:51;0;99;6;17784.0;0
03/28/2001 11:55;10/20/2001 20:29;0;99;8;17819.0;0
05/29/2009 05:03;06/28/2009 06:14;0;99;5;2817.0;0
05/29/2005 18:36;07/17/2005 14:48;0;99;10;3537.6;0
10/28/2013 02:32;06/08/2014 04:15;0;99;4;21586.4;0
04/23/1996 09:27;05/12/1996 16:05;0;101;9;1879.1;0
06/29/2014 01:14;10/05/2014 06:24;0;101;2;2489.2;0
05/03/1997 07:45;01/01/1998 21:13;0;101;8;13996.8;0
01/27/2012 20:04;01/18/2013 03:49;0;101;5;16803.2;0
04/25/2005 05:58;05/21/2005 11:17;0;101;1;930.8;0
03/07/2017 01:03;08/18/2017 07:33;0;103;5;492.0;0
01/27/2018 22:13;06/01/2018 22:46;0;103;8;8750.0;0
08/04/2015 16:01;08/17/2015 02:37;0;103;1;470.4;0
09/08/2016 13:20;11/17/2016 16:42;0;103;0;3836.0;0
02/12/2019 13:53;01/08/2020 05:00;0;103;1;3915.1;0
05/16/2019 01:53;03/27/2020 12:02;0;103;6;1422.0;0
04/28/2017 16:56;04/22/2018 21:49;0;103;1;11775.2;0
05/02/2014 10:05;08/30/2014 08:58;0;103;2;380.8;0
11/17/2014 18:01;09/05/2015 15:24;0;103;5;22377.9;0
03/20/2019 05:48;10/15/2019 12:02;0;103;4;17138.0;5300
06/19/2018 16:06;01/03/2019 00:14;0;105;1;4668.9;0
01/29/2019 23:17;06/21/2019 15:04;0;105;9;10579.0;0
07/26/2012 09:58;08/23/2012 22:38;0;105;3;327.6;0
01/31/2019 10:02;09/23/2019 17:17;0;105;2;13465.5;0
05/17/2014 09:54;03/16/2015 15:53;0;105;5;15271.2;0
04/10/2019 08:11;01/17/2020 04:56;0;105;2;3175.3;0
12/18/2011 13:33;03/16/2012 17:05;0;105;5;8891.1;0
01/25/2013 20:59;08/21/2013 00:41;0;105;5;15090.3;0
12/26/2014 14:03;03/15/2015 12:08;0;105;2;1193.4;0
10/11/2013 06:37;05/20/2014 14:35;0;105;5;9989.2;0
06/26/2009 14:56;10/02/2009 05:16;0;107;1;1513.2;0
07/30/2011 02:30;02/24/2012 11:01;0;107;7;17556.0;0
11/25/2018 22:29;01/11/2019 02:24;0;109;10;1375.4;0
12/01/2017 14:15;11/27/2018 19:28;0;109;3;35089.2;0
09/08/2018 09:25;07/21/2019 07:15;0;109;6;1165.5;0
05/08/2012 00:28;09/18/2012 23:10;0;111;9;10480.4;0
09/10/2016 22:21;08/09/2017 04:47;0;111;8;15736.8;0
11/07/2010 06:45;12/20/2010 14:26;0;111;5;1341.6;0
05/15/2004 15:34;11/04/2004 23:51;0;111;10;14186.0;0
09/04/2013 16:47;05/12/2014 03:44;0;111;8;9387.3;0
09/23/2003 03:18;12/07/2003 23:10;0;113;9;7312.5;0
07/02/2019 23:23;03/06/2020 12:45;0;113;4;13189.8;0
09/22/2005 21:48;03/13/2006 07:53;0;113;8;4069.8;0
05/01/2012 05:52;06/29/2012 22:28;0;113;5;3227.3;0
06/29/1989 08:15;06/29/1989 17:24;0;113;5;0.0;0
02/01/1989 09:10;05/05/1989 19:45;0;113;4;8425.8;0
02/21/2012 12:30;12/27/2012 18:25;0;113;2;30070.0;0
10/04/2003 15:39;11/22/2003 01:01;0;113;7;2236.8;0
11/13/2014 22:42;09/01/2015 04:03;0;113;4;8060.7;0
12/17/1968 16:38;07/17/1969 14:49;0;115;7;17850.6;0
08/02/1977 08:09;08/29/1977 19:36;0;115;8;1274.4;0
03/28/2006 06:23;11/01/2006 05:54;0;115;2;11913.3;0
08/23/1970 09:22;11/18/1970 09:27;0;115;5;6716.4;0
07/30/1993 01:56;05/01/1994 16:13;0;115;9;20872.5;0
07/06/1991 06:23;09/30/1991 00:25;0;117;6;6638.5;0
01/30/1971 08:14;02/02/1971 00:30;0;119;6;140.8;4100
12/02/1984 17:57;05/22/1985 19:45;0;119;4;9935.1;0
06/15/1998 17:06;08/01/1998 15:55;0;119;0;4029.6;0
12/28/1996 11:21;01/04/1997 14:16;0;119;10;419.3;0
12/24/1971 11:43;04/27/1972 15:25;0;119;1;5800.0;0
05/23/1979 16:11;10/26/1979 00:44;0;119;8;12694.5;0
12/29/1984 22:32;07/10/1985 10:00;0;119;9;10310.4;0
12/02/2018 14:45;07/30/2019 23:16;0;119;4;13896.0;0
05/16/2002 08:52;11/04/2002 03:15;0;119;4;12226.5;0
06/20/2008 22:38;08/06/2008 14:39;0;119;10;1435.2;0
06/27/2012 12:55;07/23/2012 09:55;0;121;6;720.0;0
07/31/2001 07:24;09/25/2001 21:04;0;123;8;285.6;0
04/11/2003 21:30;09/07/2003 04:12;0;123;2;11425.6;0
08/20/1993 14:55;01/24/1994 21:24;0;123;3;8085.5;0
08/31/2009 10:20;08/14/2010 05:35;0;125;2;11763.3;0
11/27/2001 18:14;06/16/2002 05:19;0;125;8;15480.0;0
03/11/2019 07:06;02/12/2020 20:56;0;125;6;23592.4;0
07/04/2015 16:24;12/02/2015 23:43;0;125;0;6040.0;0
10/29/1999 17:51;12/30/1999 05:37;0;125;5;5185.0;0
02/09/2004 01:18;06/11/2004 06:47;0;125;0;6322.2;0
08/24/2019 11:19;05/22/2020 00:10;0;125;10;23007.9;0
05/01/2011 01:13;09/07/2011 19:11;0;125;7;12719.4;0
08/01/2002 14:04;07/02/2003 16:29;0;125;6;15142.0;0
09/07/2007 13:31;06/03/2008 08:33;0;127;9;17054.6;0
09/21/2004 10:32;08/10/2005 12:46;0;127;10;18055.7;0
02/28/2009 10:55;11/06/2009 12:16;0;127;6;11596.2;0
08/12/2001 17:24;02/05/2002 06:16;0;127;1;12672.0;0
05/17/2018 17:53;01/13/2019 22:39;0;127;3;21858.7;0
05/01/2003 00:12;05/28/2003 23:02;0;127;8;2330.1;0
08/30/2004 06:06;09/25/2004 03:06;0;127;8;1235.0;0
04/12/2006 09:54;05/01/2006 06:28;0;129;8;527.4;0
12/07/1994 17:13;02/12/1995 20:38;0;129;0;6619.6;0
08/28/2013 09:34;04/06/2014 19:11;0;129;10;11315.2;0
04/05/1993 03:18;04/21/1993 08:23;0;129;1;585.6;0
07/27/2013 14:48;04/23/2014 01:08;0;129;3;7693.4;0
11/23/1996 02:47;02/07/1997 04:02;0;129;3;4377.6;0
04/27/2013 22:03;01/01/2014 13:14;0;129;2;4116.8;0
09/28/2000 19:45;11/10/2000 13:06;0;131;2;3284.4;0
09/21/2009 10:50;01/23/2010 18:14;0;131;0;3906.0;0
08/23/2012 01:38;06/20/2013 04:03;0;133;1;10715.6;0
02/11/2014 21:08;07/17/2014 16:04;0;133;0;2418.0;0
10/12/2011 12:01;06/22/2012 08:37;0;133;2;17912.4;0
12/08/2012 23:23;03/09/2013 17:09;0;133;7;8469.0;0
12/03/2009 19:28;01/14/2010 04:12;0;133;0;3603.9;0
02/06/2013 10:07;04/28/2013 01:12;0;133;0;2928.0;0
12/25/1993 13:21;03/17/1994 05:51;0;135;9;5362.2;0
06/29/2016 22:26;04/21/2017 22:28;0;135;6;22229.6;0
05/28/2001 04:23;02/02/2002 17:15;0;135;1;7925.0;0
09/15/1963 14:29;04/01/1964 02:12;0;135;2;8910.0;0
02/12/2015 03:56;10/29/2015 22:48;0;135;10;24009.3;0
01/20/2020 01:07;10/10/2020 14:59;0;135;7;9794.4;0
08/09/1980 23:32;08/08/1981 16:39;0;135;8;653.4;0
05/20/1995 08:03;03/28/1996 19:22;0;137;7;19499.9;0
08/11/2015 19:52;05/14/2016 23:22;0;137;3;24209.8;0
06/20/2020 14:13;11/22/2020 22:40;0;137;1;5471.5;0
11/14/1976 06:14;08/12/1977 15:21;0;137;7;3739.8;0
02/08/2010 23:27;09/04/2010 23:34;0;137;9;17076.8;0
08/12/1974 07:53;03/20/1975 13:19;0;137;10;2486.0;0
12/13/2005 04:40;03/29/2006 12:41;0;137;1;5056.2;0
11/03/1975 23:35;02/07/1976 11:54;0;137;7;9262.5;0
06/11/1975 03:50;07/17/1975 09:10;0;137;2;306.0;0
11/12/2012 08:22;09/30/2013 07:03;0;139;2;19581.0;0
04/23/2015 03:44;10/15/2015 23:13;0;139;3;4585.0;0
10/02/2004 04:07;11/26/2004 01:09;0;139;10;378.0;0
06/13/2010 08:24;12/10/2010 04:20;0;139;10;4385.5;0
05/17/2019 17:53;10/01/2019 13:10;0;139;10;3930.4;0
12/25/2016 12:25;06/20/2017 12:21;0;139;0;14502.4;0
03/20/2014 15:08;05/29/2014 18:41;0;139;1;2345.0;0
02/15/2020 04:17;08/13/2020 16:13;0;141;9;684.0;0
07/02/2006 02:26;01/30/2007 14:07;0;141;0;15370.0;0
